# file...... branch_2_meters.csv
# date...... Tue May 24 13:16:15 2016
# user...... hard312
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,branch_2_meter_1:measured_voltage_A, branch_2_meter_1:measured_current_A, branch_2_meter_1:measured_power_A, branch_2_meter_2:measured_voltage_A, branch_2_meter_2:measured_current_A, branch_2_meter_2:measured_power_A, branch_2_meter_3:measured_voltage_A, branch_2_meter_3:measured_current_A, branch_2_meter_3:measured_power_A
2009-01-01 01:11:00 PST,+7216+2.44941e-15d,-3.98446e-13-9.67786e-13j,+7.55226e-09+112.377d,+7216+1.5424e-14d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216+1.60792e-14d,+0+0j,+0+0d
2009-01-01 01:12:00 PST,+7216-2.55227e-16d,-1.05158e-13-2.74051e-13j,+2.11814e-09+110.993d,+7216+3.77738e-15d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216+4.43255e-15d,+0+0j,+0+0d
2009-01-01 01:13:00 PST,+7216+3.73239e-15d,+3.19323e-13-7.68677e-13j,+6.00634e-09+67.4411d,+7216+1.05249e-14d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216+1.11801e-14d,+0+0j,+0+0d
2009-01-01 01:14:00 PST,+7216-7.29264e-15d,+1.80706e-13+1.04621e-14j,+1.30616e-09-3.31349d,+7216-1.17835e-14d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216-1.11283e-14d,+0+0j,+0+0d
2009-01-01 01:15:00 PST,+7216+3.43621e-16d,-2.15362e-13+4.1197e-13j,+3.35447e-09-117.599d,+7216-2.74943e-15d,+4.79904e-14+6.59349e-15j,+3.49552e-10-7.82301d,+7216-4.41868e-15d,+0+0j,+0+0d
2009-01-01 01:16:00 PST,+7216-5.6726e-15d,+1.32002e-13-1.02346e-12j,+7.44646e-09+82.6508d,+7216+3.13174e-15d,+4.79904e-14+6.59349e-15j,+3.49552e-10-7.82301d,+7216+1.46249e-15d,+0+0j,+0+0d
2009-01-01 01:17:00 PST,+7216+3.81691e-15d,+2.40286e-13-7.03718e-13j,+5.36589e-09+71.1474d,+7216+1.2582e-14d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216+1.32372e-14d,+0+0j,+0+0d
2009-01-01 01:18:00 PST,+7216-4.33603e-15d,-7.08449e-14+4.5524e-14j,+6.07664e-10-147.276d,+7216-5.39729e-15d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216-4.74211e-15d,+0+0j,+0+0d
2009-01-01 01:19:00 PST,+7216-4.72252e-15d,-6.25626e-13+1.25294e-12j,+1.01057e-08-116.534d,+7216-1.4209e-14d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216-1.35538e-14d,+0+0j,+0+0d
2009-01-01 01:20:00 PST,+7216+4.60212e-15d,-1.1274e-13-4.77059e-13j,+3.53728e-09+103.296d,+7216+1.1554e-14d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216+1.22092e-14d,+0+0j,+0+0d
2009-01-01 01:21:00 PST,+7216-1.33952e-15d,-3.46638e-15-1.63217e-13j,+1.17804e-09+91.2167d,+7216+2.27019e-15d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216+2.92537e-15d,+0+0j,+0+0d
2009-01-01 01:22:00 PST,+7216-8.47154e-15d,+1.62146e-13+1.33022e-13j,+1.5134e-09-39.365d,+7216-9.18242e-15d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216-8.52724e-15d,+0+0j,+0+0d
2009-01-01 01:23:00 PST,+7216-1.08743e-15d,+8.76101e-14+1.65438e-13j,+1.35086e-09-62.0958d,+7216-4.93055e-15d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216-4.27537e-15d,+0+0j,+0+0d
2009-01-01 01:24:00 PST,+7216-6.99037e-15d,-4.95329e-13+9.87837e-14j,+3.64468e-09-168.721d,+7216-2.6591e-15d,+4.79904e-14+6.59349e-15j,+3.49552e-10-7.82301d,+7216-4.32835e-15d,+0+0j,+0+0d
2009-01-01 01:25:00 PST,+7216-2.03187e-15d,-5.84887e-14-1.33303e-13j,+1.05043e-09+113.69d,+7216-8.03206e-16d,+4.79904e-14+6.59349e-15j,+3.49552e-10-7.82301d,+7216-2.47246e-15d,+0+0j,+0+0d
2009-01-01 01:26:00 PST,+7216-8.74632e-15d,-2.46247e-13-4.09603e-13j,+3.4487e-09+121.014d,+7216-3.47202e-15d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216-2.81684e-15d,+0+0j,+0+0d
2009-01-01 01:27:00 PST,+7216-7.1825e-16d,-6.71176e-13-1.31597e-13j,+4.93542e-09+168.907d,+7216+6.39485e-15d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216+7.05003e-15d,+0+0j,+0+0d
2009-01-01 01:28:00 PST,+7216+1.14341e-15d,-3.15153e-13-5.50424e-13j,+4.57683e-09+119.794d,+7216+9.84497e-15d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216+1.05001e-14d,+0+0j,+0+0d
2009-01-01 01:29:00 PST,+7216-8.56016e-16d,+5.57753e-14-1.21136e-14j,+4.11857e-10+12.2535d,+7216-2.29676e-15d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216-1.64158e-15d,+0+0j,+0+0d
2009-01-01 01:30:00 PST,+7216-7.91489e-15d,+3.72556e-13+4.2986e-13j,+4.10474e-09-49.0848d,+7216-1.80508e-14d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216-1.73957e-14d,+0+0j,+0+0d
2009-01-01 01:31:00 PST,+7216-2.11352e-15d,+2.68924e-13+3.83122e-13j,+3.3777e-09-54.9339d,+7216-7.96378e-15d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216-7.3086e-15d,+0+0j,+0+0d
